BatterTeam,Batter,BatterSide,PitchType,PitcherThrows,BatterScore,#ofPitches
GEO_BUL,"Anderson, Ben",Left,VS Left Fastball,,54.58,19
GEO_BUL,"Anderson, Ben",Left,VS Left Slider/Cutter,,52.07,5
GEO_BUL,"Anderson, Ben",Left,VS Right ChangeUp/Splitter,,31.89,3
GEO_BUL,"Anderson, Ben",Left,VS Right Fastball,,55.44,30
GEO_BUL,"Anderson, Ben",Left,VS Right Curveball,,48,3
GEO_BUL,"Anderson, Ben",Left,VS Right Slider/Cutter,,41.02,5
GEO_BUL,"Anderson, Ben",Left,VS Left ChangeUp/Splitter,,34.1,2
GEO_BUL,"Tate, Connor",Right,VS Left ChangeUp/Splitter,,54.3,14
GEO_BUL,"Tate, Connor",Right,VS Left Curveball,,36.45,1
GEO_BUL,"Tate, Connor",Right,VS Left Fastball,,40.63,12
GEO_BUL,"Tate, Connor",Right,VS Left Slider/Cutter,,60.55,4
GEO_BUL,"Tate, Connor",Right,VS Right ChangeUp/Splitter,,22.22,3
GEO_BUL,"Tate, Connor",Right,VS Right Fastball,,55.39,19
GEO_BUL,"Tate, Connor",Right,VS Right Slider/Cutter,,48.55,15
GEO_BUL,"Condon, Charlie",Right,VS Left Curveball,,58.89,2
GEO_BUL,"Condon, Charlie",Right,VS Left Fastball,,52.43,15
GEO_BUL,"Condon, Charlie",Right,VS Left Slider/Cutter,,72.69,5
GEO_BUL,"Condon, Charlie",Right,VS Left ChangeUp/Splitter,,46.21,8
GEO_BUL,"Condon, Charlie",Right,VS Right ChangeUp/Splitter,,45.68,4
GEO_BUL,"Condon, Charlie",Right,VS Right Fastball,,41.38,19
GEO_BUL,"Condon, Charlie",Right,VS Right Slider/Cutter,,51.92,10
AUB_TIG,"Howell, Kason",Right,VS Right Fastball,,54.91,122
AUB_TIG,"Howell, Kason",Right,VS Right ChangeUp/Splitter,,54.59,10
AUB_TIG,"Howell, Kason",Right,VS Right Slider/Cutter,,44.88,76
AUB_TIG,"Howell, Kason",Right,VS Left Fastball,,52.65,34
AUB_TIG,"Howell, Kason",Right,VS Left Slider/Cutter,,51.63,25
AUB_TIG,"Howell, Kason",Right,VS Left ChangeUp/Splitter,,56.59,14
AUB_TIG,"Howell, Kason",Right,VS Right Curveball,,45.11,8
AUB_TIG,"Howell, Kason",Right,VS Both Fastball,,21.63,2
AUB_TIG,"Howell, Kason",Right,VS Both Slider/Cutter,,48.75,2
AUB_TIG,"Howell, Kason",Right,VS Left Curveball,,23.19,1
AUB_TIG,"Foster, Cole",Left,VS Right Slider/Cutter,,50.45,35
AUB_TIG,"Foster, Cole",Left,VS Right Fastball,,52.07,148
AUB_TIG,"Foster, Cole",Left,VS Right ChangeUp/Splitter,,48.16,44
AUB_TIG,"Foster, Cole",Left,VS Left Fastball,,49,44
AUB_TIG,"Foster, Cole",Left,VS Left Slider/Cutter,,56.77,17
AUB_TIG,"Foster, Cole",Left,VS Left ChangeUp/Splitter,,48.01,23
AUB_TIG,"Foster, Cole",Left,VS Left Curveball,,59.84,3
AUB_TIG,"Foster, Cole",Left,VS Right Curveball,,43.81,9
AUB_TIG,"Foster, Cole",Left,VS Both Fastball,,47.05,15
AUB_TIG,"Foster, Cole",Left,VS Both ChangeUp/Splitter,,75,2
AUB_TIG,"Ware, Bryson",Right,VS Right Slider/Cutter,,52.12,91
AUB_TIG,"Ware, Bryson",Right,VS Right Fastball,,51.11,107
AUB_TIG,"Ware, Bryson",Right,VS Right Curveball,,38,6
AUB_TIG,"Ware, Bryson",Right,VS Left Slider/Cutter,,58.37,18
AUB_TIG,"Ware, Bryson",Right,VS Left Fastball,,56.17,42
AUB_TIG,"Ware, Bryson",Right,VS Left ChangeUp/Splitter,,43.81,22
AUB_TIG,"Ware, Bryson",Right,VS Left Curveball,,31.27,5
AUB_TIG,"Ware, Bryson",Right,VS Right ChangeUp/Splitter,,50.56,8
AUB_TIG,"Ware, Bryson",Right,VS Right Undefined,,100,1
AUB_TIG,"Ware, Bryson",Right,VS Both Slider/Cutter,,12.5,3
AUB_TIG,"Ware, Bryson",Right,VS Both Fastball,,79.81,5
GEO_BUL,"Harber, Parks",Right,VS Left Curveball,,11.45,2
GEO_BUL,"Harber, Parks",Right,VS Left ChangeUp/Splitter,,49.03,11
GEO_BUL,"Harber, Parks",Right,VS Left Fastball,,35.09,11
GEO_BUL,"Harber, Parks",Right,VS Left Slider/Cutter,,72.62,4
GEO_BUL,"Harber, Parks",Right,VS Right ChangeUp/Splitter,,63.53,4
GEO_BUL,"Harber, Parks",Right,VS Right Slider/Cutter,,58.58,9
GEO_BUL,"Harber, Parks",Right,VS Right Fastball,,45.87,6
GEO_BUL,"Collins, Corey",Left,VS Left Fastball,,55.61,10
GEO_BUL,"Collins, Corey",Left,VS Left Slider/Cutter,,59.02,7
GEO_BUL,"Collins, Corey",Left,VS Left Curveball,,29.82,2
GEO_BUL,"Collins, Corey",Left,VS Right ChangeUp/Splitter,,42.9,4
GEO_BUL,"Collins, Corey",Left,VS Right Fastball,,46.2,21
GEO_BUL,"Collins, Corey",Left,VS Left ChangeUp/Splitter,,33.24,1
GEO_BUL,"Collins, Corey",Left,VS Right Slider/Cutter,,48.62,6
GEO_BUL,"Gonzalez, Fernando",Right,VS Left Fastball,,57.13,6
GEO_BUL,"Gonzalez, Fernando",Right,VS Left Slider/Cutter,,24.35,1
GEO_BUL,"Gonzalez, Fernando",Right,VS Left ChangeUp/Splitter,,7.9,1
GEO_BUL,"Gonzalez, Fernando",Right,VS Right ChangeUp/Splitter,,58,3
GEO_BUL,"Gonzalez, Fernando",Right,VS Right Fastball,,40.78,6
GEO_BUL,"Gonzalez, Fernando",Right,VS Right Slider/Cutter,,90.1,1
AUB_TIG,"Irish, Ike",Left,VS Right Slider/Cutter,,55.5,80
AUB_TIG,"Irish, Ike",Left,VS Right ChangeUp/Splitter,,53.3,61
AUB_TIG,"Irish, Ike",Left,VS Right Fastball,,57.32,167
AUB_TIG,"Irish, Ike",Left,VS Right Curveball,,46.92,19
AUB_TIG,"Irish, Ike",Left,VS Left Fastball,,51.31,87
AUB_TIG,"Irish, Ike",Left,VS Left Slider/Cutter,,46.71,101
AUB_TIG,"Irish, Ike",Left,VS Left ChangeUp/Splitter,,44.65,12
AUB_TIG,"Irish, Ike",Left,VS Both Curveball,,75,2
AUB_TIG,"Irish, Ike",Left,VS Both Fastball,,47.12,3
AUB_TIG,"Irish, Ike",Left,VS Both Slider/Cutter,,47.5,3
AUB_TIG,"Irish, Ike",Left,VS Left Curveball,,67,7
AUB_TIG,"Irish, Ike",Left,VS Right Sinker,,49.41,5
AUB_TIG,"Irish, Ike",Left,VS Left Sinker,,50.78,19
AUB_TIG,"Kirby, Justin",Right,VS Right Fastball,,48.82,55
AUB_TIG,"Kirby, Justin",Right,VS Right Slider/Cutter,,53.1,38
AUB_TIG,"Kirby, Justin",Right,VS Right Curveball,,13.94,3
AUB_TIG,"Kirby, Justin",Right,VS Left Fastball,,51.87,36
AUB_TIG,"Kirby, Justin",Right,VS Left Slider/Cutter,,43.44,12
AUB_TIG,"Kirby, Justin",Right,VS Left ChangeUp/Splitter,,55.45,5
AUB_TIG,"Kirby, Justin",Right,VS Right ChangeUp/Splitter,,79,1
AUB_TIG,"Peirce, Bobby",Right,VS Right Fastball,,50.58,184
AUB_TIG,"Peirce, Bobby",Right,VS Right Slider/Cutter,,49.68,126
AUB_TIG,"Peirce, Bobby",Right,VS Left Fastball,,52.03,88
AUB_TIG,"Peirce, Bobby",Right,VS Left Slider/Cutter,,48.57,36
AUB_TIG,"Peirce, Bobby",Right,VS Left ChangeUp/Splitter,,47.36,52
AUB_TIG,"Peirce, Bobby",Right,VS Left Curveball,,38.1,6
AUB_TIG,"Peirce, Bobby",Right,VS Right ChangeUp/Splitter,,48.68,28
AUB_TIG,"Peirce, Bobby",Right,VS Right Curveball,,46.21,28
AUB_TIG,"Peirce, Bobby",Right,VS Both Fastball,,42.31,6
AUB_TIG,"Peirce, Bobby",Right,VS Both Slider/Cutter,,63.39,7
AUB_TIG,"Peirce, Bobby",Right,VS Left Sinker,,63.89,24
AUB_TIG,"Peirce, Bobby",Right,VS Right Sinker,,41.53,8
GEO_BUL,"Murillo, Sebastian",Right,VS Left Fastball,,43.98,7
GEO_BUL,"Murillo, Sebastian",Right,VS Left Curveball,,16.87,1
GEO_BUL,"Murillo, Sebastian",Right,VS Left ChangeUp/Splitter,,18.61,1
GEO_BUL,"Murillo, Sebastian",Right,VS Right Fastball,,51.88,23
GEO_BUL,"Murillo, Sebastian",Right,VS Right Slider/Cutter,,42.71,11
GEO_BUL,"Murillo, Sebastian",Right,VS Right ChangeUp/Splitter,,19,5
GEO_BUL,"David, William",Right,VS Left Fastball,,52.58,16
GEO_BUL,"David, William",Right,VS Right Fastball,,59.46,24
GEO_BUL,"David, William",Right,VS Right ChangeUp/Splitter,,66.89,4
GEO_BUL,"David, William",Right,VS Right Slider/Cutter,,57.25,7
GEO_BUL,"David, William",Right,VS Left ChangeUp/Splitter,,60.3,2
GEO_BUL,"Laplante, Mason",Right,VS Left Slider/Cutter,,45.45,4
GEO_BUL,"Laplante, Mason",Right,VS Left ChangeUp/Splitter,,29.04,8
GEO_BUL,"Laplante, Mason",Right,VS Left Fastball,,45.69,9
GEO_BUL,"Laplante, Mason",Right,VS Left Curveball,,6.02,1
GEO_BUL,"Laplante, Mason",Right,VS Right Slider/Cutter,,47.14,11
GEO_BUL,"Laplante, Mason",Right,VS Right Fastball,,47.28,14
GEO_BUL,"Laplante, Mason",Right,VS Right ChangeUp/Splitter,,47.5,2
AUB_TIG,"Stanfield, Chris",Right,VS Right Fastball,,47.76,175
AUB_TIG,"Stanfield, Chris",Right,VS Right Slider/Cutter,,52.55,120
AUB_TIG,"Stanfield, Chris",Right,VS Right Curveball,,48.66,22
AUB_TIG,"Stanfield, Chris",Right,VS Left Fastball,,52.17,74
AUB_TIG,"Stanfield, Chris",Right,VS Left Slider/Cutter,,52.63,34
AUB_TIG,"Stanfield, Chris",Right,VS Left ChangeUp/Splitter,,56.62,23
AUB_TIG,"Stanfield, Chris",Right,VS Left Curveball,,70.6,5
AUB_TIG,"Stanfield, Chris",Right,VS Right ChangeUp/Splitter,,61.43,14
AUB_TIG,"Stanfield, Chris",Right,VS Both Fastball,,30.77,5
AUB_TIG,"Stanfield, Chris",Right,VS Both Slider/Cutter,,53.65,12
AUB_TIG,"Stanfield, Chris",Right,VS Right Sinker,,55.37,30
AUB_TIG,"Stanfield, Chris",Right,VS Left Sinker,,65.22,9
AUB_TIG,"LaRue, Nate",Right,VS Right Slider/Cutter,,46.02,66
AUB_TIG,"LaRue, Nate",Right,VS Right Fastball,,45.02,74
AUB_TIG,"LaRue, Nate",Right,VS Left Fastball,,54.54,12
AUB_TIG,"LaRue, Nate",Right,VS Left Curveball,,44.94,5
AUB_TIG,"LaRue, Nate",Right,VS Left ChangeUp/Splitter,,68.2,6
AUB_TIG,"LaRue, Nate",Right,VS Right Curveball,,52.49,8
AUB_TIG,"LaRue, Nate",Right,VS Both Fastball,,52.56,3
AUB_TIG,"LaRue, Nate",Right,VS Both Slider/Cutter,,56.5,5
AUB_TIG,"LaRue, Nate",Right,VS Right ChangeUp/Splitter,,69.73,2
AUB_TIG,"Green, Caden",Right,VS Right Fastball,,50.67,160
AUB_TIG,"Green, Caden",Right,VS Right Slider/Cutter,,41.98,95
AUB_TIG,"Green, Caden",Right,VS Left Fastball,,50.05,75
AUB_TIG,"Green, Caden",Right,VS Left Slider/Cutter,,54.54,28
AUB_TIG,"Green, Caden",Right,VS Left ChangeUp/Splitter,,52.14,40
AUB_TIG,"Green, Caden",Right,VS Left Curveball,,51.61,6
AUB_TIG,"Green, Caden",Right,VS Right ChangeUp/Splitter,,32.97,6
AUB_TIG,"Green, Caden",Right,VS Both Fastball,,60.36,9
AUB_TIG,"Green, Caden",Right,VS Both Slider/Cutter,,48.75,2
AUB_TIG,"Green, Caden",Right,VS Right Curveball,,31.46,5
AUB_TIG,"Green, Caden",Right,VS Right Sinker,,44.31,27
AUB_TIG,"Green, Caden",Right,VS Left Sinker,,58.94,6
AUB_TIG,"Bello, Mike",Left,VS Right Fastball,,51.26,18
AUB_TIG,"Bello, Mike",Left,VS Right Slider/Cutter,,35.5,4
AUB_TIG,"Bello, Mike",Left,VS Left Slider/Cutter,,34.61,2
AUB_TIG,"Bello, Mike",Left,VS Left Fastball,,44.33,8
AUB_TIG,"Bello, Mike",Left,VS Right ChangeUp/Splitter,,9.42,2
AUB_TIG,"Hall, Josh",Left,VS Right Fastball,,42.1,2
AUB_TIG,"Wright, Carter",Right,VS Right Fastball,,52.32,79
AUB_TIG,"Wright, Carter",Right,VS Left Fastball,,49.14,47
AUB_TIG,"Wright, Carter",Right,VS Right Slider/Cutter,,54.09,50
AUB_TIG,"Wright, Carter",Right,VS Left ChangeUp/Splitter,,52.75,18
AUB_TIG,"Wright, Carter",Right,VS Left Slider/Cutter,,68.73,22
AUB_TIG,"Wright, Carter",Right,VS Right ChangeUp/Splitter,,73.3,7
AUB_TIG,"Wright, Carter",Right,VS Left Sinker,,50.12,9
AUB_TIG,"Wright, Carter",Right,VS Right Curveball,,46.21,5
AUB_TIG,"Wright, Carter",Right,VS Right Sinker,,55.41,13
AUB_TIG,"McMurray, Cooper",Left,VS Right Slider/Cutter,,62.03,42
AUB_TIG,"McMurray, Cooper",Left,VS Right Fastball,,53.69,160
AUB_TIG,"McMurray, Cooper",Left,VS Left Slider/Cutter,,50.34,64
AUB_TIG,"McMurray, Cooper",Left,VS Left Fastball,,52.19,48
AUB_TIG,"McMurray, Cooper",Left,VS Right ChangeUp/Splitter,,53.24,49
AUB_TIG,"McMurray, Cooper",Left,VS Left ChangeUp/Splitter,,40.33,5
AUB_TIG,"McMurray, Cooper",Left,VS Right Curveball,,59.97,15
AUB_TIG,"McMurray, Cooper",Left,VS Both Slider/Cutter,,50.83,6
AUB_TIG,"McMurray, Cooper",Left,VS Both Fastball,,62.98,4
AUB_TIG,"McMurray, Cooper",Left,VS Right Sinker,,45.75,11
AUB_TIG,"McMurray, Cooper",Left,VS Left Curveball,,30.29,7
AUB_TIG,"McMurray, Cooper",Left,VS Left Sinker,,45.09,18
GEO_BUL,"Wagner, Cole",Left,VS Left Slider/Cutter,,41.35,3
GEO_BUL,"Wagner, Cole",Left,VS Right Fastball,,48.86,24
GEO_BUL,"Wagner, Cole",Left,VS Right Curveball,,61.13,1
GEO_BUL,"Wagner, Cole",Left,VS Right ChangeUp/Splitter,,61.27,8
GEO_BUL,"Wagner, Cole",Left,VS Right Slider/Cutter,,65.31,10
GEO_BUL,"Thomas, Justin",Right,VS Right Fastball,,45.14,2
GEO_BUL,"Thomas, Justin",Right,VS Right Slider/Cutter,,8.16,2
AUB_TIG,"Miller, Gavin",Right,VS Right Fastball,,51.06,74
AUB_TIG,"Miller, Gavin",Right,VS Right ChangeUp/Splitter,,50.64,8
AUB_TIG,"Miller, Gavin",Right,VS Left Fastball,,46.68,55
AUB_TIG,"Miller, Gavin",Right,VS Left ChangeUp/Splitter,,55.2,30
AUB_TIG,"Miller, Gavin",Right,VS Left Slider/Cutter,,37.82,24
AUB_TIG,"Miller, Gavin",Right,VS Right Slider/Cutter,,54.24,54
AUB_TIG,"Miller, Gavin",Right,VS Left Curveball,,34.74,3
AUB_TIG,"Miller, Gavin",Right,VS Right Sinker,,43.6,16
AUB_TIG,"Miller, Gavin",Right,VS Right Curveball,,58.72,11
AUB_TIG,"Miller, Gavin",Right,VS Left Sinker,,63.25,3
ALA_LIO,"Walker, Ethan",Right,VS Left Fastball,,45.57,10
ALA_LIO,"Walker, Ethan",Right,VS Left Slider/Cutter,,6.74,1
ALA_LIO,"Frei, Gehrig",Right,VS Left Fastball,,43.38,6
ALA_LIO,"Frei, Gehrig",Right,VS Left ChangeUp/Splitter,,22.66,5
ALA_LIO,"Knight, Andrew",Right,VS Left Fastball,,38.33,4
ALA_LIO,"Knight, Andrew",Right,VS Left ChangeUp/Splitter,,47.08,4
ALA_LIO,"Machado, Kyle",Right,VS Left Fastball,,35.05,11
ALA_LIO,"Machado, Kyle",Right,VS Left ChangeUp/Splitter,,39.46,2
ALA_LIO,"Machado, Kyle",Right,VS Left Slider/Cutter,,79.89,1
ALA_LIO,"Ferrigno, Jackson",Right,VS Left Fastball,,17.82,4
ALA_LIO,"Hudson, Drew",Right,VS Left Fastball,,41.4,8
ALA_LIO,"Hudson, Drew",Right,VS Left ChangeUp/Splitter,,7.9,2
ALA_LIO,"Hudson, Drew",Right,VS Left Slider/Cutter,,83.48,3
ALA_LIO,"McIntyre, Dominick",Right,VS Left Fastball,,37.14,12
ALA_LIO,"McIntyre, Dominick",Right,VS Left ChangeUp/Splitter,,38.21,3
ALA_LIO,"Cheek, Jackson",Right,VS Left Fastball,,49.74,4
ALA_LIO,"Cheek, Jackson",Right,VS Left ChangeUp/Splitter,,7.9,1
ALA_LIO,"Jenson, Levi",Right,VS Left Fastball,,53.22,5
ALA_LIO,"Jenson, Levi",Right,VS Left ChangeUp/Splitter,,46.77,2
ALA_LIO,"Thomas, Peyton",Right,VS Left Fastball,,41.24,3
ALA_LIO,"Thomas, Peyton",Right,VS Left ChangeUp/Splitter,,17.31,2
TEX_AGG,"Haas, Hunter",Right,VS Right Fastball,,56.3,23
TEX_AGG,"Haas, Hunter",Right,VS Right Slider/Cutter,,56.57,17
TEX_AGG,"Haas, Hunter",Right,VS Right ChangeUp/Splitter,,54.14,6
TEX_AGG,"Haas, Hunter",Right,VS Left Fastball,,42.74,21
TEX_AGG,"Haas, Hunter",Right,VS Left ChangeUp/Splitter,,49.17,9
TEX_AGG,"Haas, Hunter",Right,VS Left Slider/Cutter,,60.42,4
TEX_AGG,"Moss, Jack",Left,VS Right Slider/Cutter,,51.59,15
TEX_AGG,"Moss, Jack",Left,VS Right Fastball,,56.08,12
TEX_AGG,"Moss, Jack",Left,VS Right ChangeUp/Splitter,,57.59,10
TEX_AGG,"Moss, Jack",Left,VS Left ChangeUp/Splitter,,37.39,3
TEX_AGG,"Moss, Jack",Left,VS Left Slider/Cutter,,54.54,15
TEX_AGG,"Moss, Jack",Left,VS Left Fastball,,40.61,12
TEX_AGG,"Bost, Austin",Right,VS Right Slider/Cutter,,55.86,13
TEX_AGG,"Bost, Austin",Right,VS Right Fastball,,52.28,18
TEX_AGG,"Bost, Austin",Right,VS Right ChangeUp/Splitter,,64.87,2
TEX_AGG,"Bost, Austin",Right,VS Left ChangeUp/Splitter,,64.31,15
TEX_AGG,"Bost, Austin",Right,VS Left Fastball,,60.95,23
TEX_AGG,"Bost, Austin",Right,VS Left Slider/Cutter,,34.61,2
TEX_AGG,"Minnich, Brett",Left,VS Right ChangeUp/Splitter,,50.25,7
TEX_AGG,"Minnich, Brett",Left,VS Right Fastball,,58.86,14
TEX_AGG,"Minnich, Brett",Left,VS Right Slider/Cutter,,52.48,12
TEX_AGG,"Minnich, Brett",Left,VS Left ChangeUp/Splitter,,60.3,1
TEX_AGG,"Minnich, Brett",Left,VS Left Slider/Cutter,,47.02,12
TEX_AGG,"Minnich, Brett",Left,VS Left Fastball,,62.27,19
TEX_AGG,"Minnich, Brett",Left,VS Right Curveball,,5.12,1
TEX_AGG,"Minnich, Brett",Left,VS Left Curveball,,32.03,3
TEX_AGG,"Werner, Trevor",Right,VS Right Slider/Cutter,,57.69,11
TEX_AGG,"Werner, Trevor",Right,VS Right Fastball,,52.1,11
TEX_AGG,"Werner, Trevor",Right,VS Right ChangeUp/Splitter,,35.31,2
TEX_AGG,"Werner, Trevor",Right,VS Left Fastball,,47.12,21
TEX_AGG,"Werner, Trevor",Right,VS Left ChangeUp/Splitter,,52,11
TEX_AGG,"Werner, Trevor",Right,VS Left Slider/Cutter,,39.93,8
TEX_AGG,"Werner, Trevor",Right,VS Left Curveball,,53.21,3
TEX_AGG,"Werner, Trevor",Right,VS Right Curveball,,13.43,2
TEX_AGG,"Targac, Ryan",Left,VS Right Fastball,,60.29,19
TEX_AGG,"Targac, Ryan",Left,VS Right ChangeUp/Splitter,,56.85,10
TEX_AGG,"Targac, Ryan",Left,VS Right Slider/Cutter,,46.23,12
TEX_AGG,"Targac, Ryan",Left,VS Left Fastball,,64.53,18
TEX_AGG,"Targac, Ryan",Left,VS Left ChangeUp/Splitter,,64.13,5
TEX_AGG,"Targac, Ryan",Left,VS Right Curveball,,61.13,1
TEX_AGG,"Targac, Ryan",Left,VS Left Curveball,,84.64,1
TEX_AGG,"LaViolette, Jace",Left,VS Right ChangeUp/Splitter,,79.39,4
TEX_AGG,"LaViolette, Jace",Left,VS Right Fastball,,49.88,13
TEX_AGG,"LaViolette, Jace",Left,VS Left Slider/Cutter,,53.41,17
TEX_AGG,"LaViolette, Jace",Left,VS Left Fastball,,46.34,18
TEX_AGG,"LaViolette, Jace",Left,VS Left Curveball,,64.22,5
TEX_AGG,"LaViolette, Jace",Left,VS Right Slider/Cutter,,74.79,7
TEX_AGG,"LaViolette, Jace",Left,VS Right Curveball,,72.98,3
TEX_AGG,"LaViolette, Jace",Left,VS Left ChangeUp/Splitter,,88.94,1
TEX_AGG,"Thompson, Jordan",Right,VS Right Fastball,,46.42,29
TEX_AGG,"Thompson, Jordan",Right,VS Right ChangeUp/Splitter,,34.8,3
TEX_AGG,"Thompson, Jordan",Right,VS Right Slider/Cutter,,34.46,16
TEX_AGG,"Thompson, Jordan",Right,VS Left Fastball,,40.82,21
TEX_AGG,"Thompson, Jordan",Right,VS Left ChangeUp/Splitter,,45.78,14
TEX_AGG,"Thompson, Jordan",Right,VS Left Slider/Cutter,,34.61,2
TEX_AGG,"Thompson, Jordan",Right,VS Left Curveball,,66.75,5
TEX_AGG,"Thompson, Jordan",Right,VS Right Curveball,,61.13,1
TEX_AGG,"Bard, Hank",Left,VS Right ChangeUp/Splitter,,46.66,4
TEX_AGG,"Bard, Hank",Left,VS Right Fastball,,72.74,7
TEX_AGG,"Bard, Hank",Left,VS Left Slider/Cutter,,42.41,7
TEX_AGG,"Bard, Hank",Left,VS Left Fastball,,69.13,5
TEX_AGG,"Bard, Hank",Left,VS Right Slider/Cutter,,68.55,4
TEX_AGG,"Tracy, Tab",Left,VS Left Slider/Cutter,,11.8,2
TEX_AGG,"Tracy, Tab",Left,VS Right Slider/Cutter,,44.28,5
TEX_AGG,"Tracy, Tab",Left,VS Right Fastball,,72.13,2
TEX_AGG,"Kaufer, Max",Right,VS Left ChangeUp/Splitter,,69.57,2
TEX_AGG,"Kaufer, Max",Right,VS Left Fastball,,64.71,10
TEX_AGG,"Kaufer, Max",Right,VS Left Curveball,,23.19,1
TEX_AGG,"Kaufer, Max",Right,VS Right ChangeUp/Splitter,,72.82,3
TEX_AGG,"Kaufer, Max",Right,VS Right Fastball,,48.23,13
TEX_AGG,"Kaufer, Max",Right,VS Right Slider/Cutter,,53.55,5
TEX_AGG,"Wells, Kasen",Left,VS Right Fastball,,83.05,3
TEX_AGG,"Wells, Kasen",Left,VS Right Slider/Cutter,,79.81,1
TEX_AGG,"Chestnut, Travis",Right,VS Left Fastball,,40.89,5
SAM_BUL,"Staton, Garrett",Right,VS Left Fastball,,61.36,6
SAM_BUL,"Staton, Garrett",Right,VS Left Slider/Cutter,,79.89,1
SAM_BUL,"Staton, Garrett",Right,VS Right ChangeUp/Splitter,,9.42,1
SAM_BUL,"Staton, Garrett",Right,VS Right Slider/Cutter,,35.61,3
SAM_BUL,"Staton, Garrett",Right,VS Right Fastball,,51.46,4
SAM_BUL,"Davis, Jayden",Right,VS Left Fastball,,38.04,5
SAM_BUL,"Davis, Jayden",Right,VS Right Fastball,,52.61,7
SAM_BUL,"Davis, Jayden",Right,VS Right Slider/Cutter,,71.66,2
SAM_BUL,"Klein, Stephen",Left,VS Left Fastball,,40.49,6
SAM_BUL,"Klein, Stephen",Left,VS Left Slider/Cutter,,71.18,2
SAM_BUL,"Klein, Stephen",Left,VS Right Fastball,,53.51,6
SAM_BUL,"Klein, Stephen",Left,VS Right Slider/Cutter,,35.83,2
SAM_BUL,"Steele, Lucas",Right,VS Left Fastball,,63.46,9
SAM_BUL,"Steele, Lucas",Right,VS Left ChangeUp/Splitter,,78.85,1
SAM_BUL,"Steele, Lucas",Right,VS Right ChangeUp/Splitter,,25.04,2
SAM_BUL,"Steele, Lucas",Right,VS Right Fastball,,70.32,6
SAM_BUL,"Steele, Lucas",Right,VS Right Slider/Cutter,,79.81,1
SAM_BUL,"Anderson, John",Right,VS Left ChangeUp/Splitter,,46.66,3
SAM_BUL,"Anderson, John",Right,VS Left Fastball,,31.02,6
SAM_BUL,"Anderson, John",Right,VS Right Curveball,,61.13,1
SAM_BUL,"Anderson, John",Right,VS Right Fastball,,24.99,4
SAM_BUL,"Anderson, John",Right,VS Left Slider/Cutter,,24.35,1
SAM_BUL,"Anderson, John",Right,VS Right Slider/Cutter,,35.83,2
SAM_BUL,"Howe, Garrett",Left,VS Right Fastball,,87.64,3
SAM_BUL,"Howe, Garrett",Left,VS Right ChangeUp/Splitter,,47.5,2
SAM_BUL,"Howe, Garrett",Left,VS Left Fastball,,52.35,7
SAM_BUL,"Howe, Garrett",Left,VS Left Slider/Cutter,,89.87,3
SAM_BUL,"Bennett, Andrew",Right,VS Right Slider/Cutter,,62.31,4
SAM_BUL,"Bennett, Andrew",Right,VS Right Fastball,,40.79,6
SAM_BUL,"Bennett, Andrew",Right,VS Left ChangeUp/Splitter,,7.9,1
SAM_BUL,"Bennett, Andrew",Right,VS Left Fastball,,21.54,1
SAM_BUL,"Bennett, Andrew",Right,VS Left Slider/Cutter,,33.13,1
SAM_BUL,"Walton, Aaron",Right,VS Right Fastball,,35.25,7
SAM_BUL,"Walton, Aaron",Right,VS Right Slider/Cutter,,38.79,5
SAM_BUL,"Perry, Hayden",Right,VS Right Fastball,,49.15,5
SAM_BUL,"Perry, Hayden",Right,VS Right Slider/Cutter,,15.01,2
MSU_BDG,"Mershon, David",Right,VS Left Fastball,,55.66,26
MSU_BDG,"Mershon, David",Right,VS Left ChangeUp/Splitter,,45.78,4
MSU_BDG,"Mershon, David",Right,VS Left Curveball,,65.66,2
MSU_BDG,"Mershon, David",Right,VS Right Fastball,,60.15,12
MSU_BDG,"Mershon, David",Right,VS Right Slider/Cutter,,22.17,3
MSU_BDG,"Mershon, David",Right,VS Right ChangeUp/Splitter,,36.33,8
MSU_BDG,"Mershon, David",Right,VS Left Slider/Cutter,,43.31,2
MSU_BDG,"Mershon, David",Right,VS Right Curveball,,61.13,1
MSU_BDG,"Ledbetter, Colton",Left,VS Left Fastball,,58.21,14
MSU_BDG,"Ledbetter, Colton",Left,VS Left Slider/Cutter,,46.14,11
MSU_BDG,"Ledbetter, Colton",Left,VS Left Curveball,,49.6,3
MSU_BDG,"Ledbetter, Colton",Left,VS Right Fastball,,57.95,16
